split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
58,"(0, 2, 3, 4, 7)","(1, 5, 6, 8, 9)",20260910_S003_EX07:M05,4.908510903089373,5.198377745167064,1,142,1.0,5.645446897643239
59,"(0, 2, 3, 4, 8)","(1, 5, 6, 7, 9)",20260910_S003_EX07:M05,5.426418851846088,4.773476445036901,1,142,1.0,5.645446897643239
60,"(0, 2, 3, 4, 9)","(1, 5, 6, 7, 8)",20260910_S003_EX07:M05,5.183399680654796,4.821524093944908,1,142,1.0,5.645446897643239
61,"(0, 2, 3, 5, 6)","(1, 4, 7, 8, 9)",20260910_S003_EX07:M05,5.187092848156315,4.784581797522259,1,142,1.0,5.645446897643239
62,"(0, 2, 3, 5, 7)","(1, 4, 6, 8, 9)",20260910_S003_EX07:M05,5.035367164025271,4.951252349614397,1,142,1.0,5.645446897643239
63,"(0, 2, 3, 5, 8)","(1, 4, 6, 7, 9)",20260910_S003_EX07:M05,5.522542660191547,4.502563733087041,1,142,1.0,5.645446897643239
64,"(0, 2, 3, 5, 9)","(1, 4, 6, 7, 8)",20260910_S003_EX07:M05,5.354596476263524,4.565436028846076,1,142,1.0,5.645446897643239
65,"(0, 2, 3, 6, 7)","(1, 4, 5, 8, 9)",20260910_S003_EX07:M05,4.71986342583415,5.224235264058808,1,142,1.0,5.645446897643239
66,"(0, 2, 3, 6, 8)","(1, 4, 5, 7, 9)",20260910_S003_EX07:M05,5.219092626681575,4.782603913143355,1,142,1.0,5.645446897643239
67,"(0, 2, 3, 6, 9)","(1, 4, 5, 7, 8)",20260910_S003_EX07:M05,5.062745719842621,4.857466037558979,1,142,1.0,5.645446897643239
68,"(0, 2, 3, 7, 8)","(1, 4, 5, 6, 9)",20260910_S003_EX07:M05,5.071334764398,4.949237498798925,1,142,1.0,5.645446897643239
69,"(0, 2, 3, 7, 9)","(1, 4, 5, 6, 8)",20260910_S003_EX07:M05,4.902292835396631,5.022064705646099,1,142,1.0,5.645446897643239
70,"(0, 2, 3, 8, 9)","(1, 4, 5, 6, 7)",20260910_S003_EX07:M05,5.377829809773465,4.561051150439296,1,142,1.0,5.645446897643239
71,"(0, 2, 4, 5, 6)","(1, 3, 7, 8, 9)",20260910_S003_EX07:M05,5.309403873803909,4.652970350198124,1,142,1.0,5.645446897643239
72,"(0, 2, 4, 5, 7)","(1, 3, 6, 8, 9)",20260910_S003_EX07:M05,5.159300492586352,4.822654768213377,1,142,1.0,5.645446897643239
73,"(0, 2, 4, 5, 8)","(1, 3, 6, 7, 9)",20260910_S003_EX07:M05,5.638379812923116,4.366876496067912,1,142,1.0,5.645446897643239
74,"(0, 2, 4, 5, 9)","(1, 3, 6, 7, 8)",20260910_S003_EX07:M05,5.475801868943002,4.428828678215383,1,142,1.0,5.645446897643239
75,"(0, 2, 4, 6, 7)","(1, 3, 5, 8, 9)",20260910_S003_EX07:M05,4.850032590740153,5.099406294851294,1,142,1.0,5.645446897643239
76,"(0, 2, 4, 6, 8)","(1, 3, 5, 7, 9)",20260910_S003_EX07:M05,5.339896332592397,4.651424481216234,1,142,1.0,5.645446897643239
77,"(0, 2, 4, 6, 9)","(1, 3, 5, 7, 8)",20260910_S003_EX07:M05,5.188399219919031,4.726120725392902,1,142,1.0,5.645446897643239
